reporting_week,reporting_date,product_pillar,product_grouping,daily_actual_gross_revenue,estimated_fy25_2_10_forecast_gross_revenue,estimated_fy25_5_7_forecast_gross_revenue,estimated_fy25_8_4_forecast_gross_revenue,estimated_fy25_budget_gross_revenue,estimated_fy26_budget_gross_revenue
9/15/25,9/21/25,Money Management,Multicurrency Settlement,67716.81158,0,0,0,0,116431.6686
9/21/26,9/22/26,Money Management,Multicurrency Settlement,null,0,0,0,0,342665.7307
9/19/22,9/25/22,Money Management,Instant Payouts,178227.4985,0,0,0,0,null
5/25/20,5/31/20,Money Management,Instant Payouts,3823163.263,0,0,0,0,null
5/27/24,6/1/24,Money Management,Connect,22685930.99,0,0,0,0,null
6/13/22,6/17/22,Money Management,Instant Payouts,208718.3916,0,0,0,0,null
9/28/26,10/1/26,Money Management,Capital,null,0,0,0,0,263819.8729
6/22/26,6/23/26,Money Management,Connect,null,0,0,0,0,1629562.527
1/6/25,1/9/25,Money Management,Multicurrency Settlement,264587.5248,0,0,0,0,270145.1398
6/3/24,6/9/24,Money Management,Capital,77349.7566,0,0,0,0,null
9/16/24,9/22/24,Money Management,Capital,128641.368,0,0,0,0,null
8/11/25,8/12/25,Money Management,Capital,206265.16,0,0,0,0,231142.14
9/29/25,10/5/25,Money Management,Multicurrency Settlement,57252.56323,0,0,0,0,144634.4605
1/12/26,1/18/26,Money Management,Multicurrency Settlement,1825.827201,0,0,0,0,124074.36
10/11/21,10/13/21,Money Management,Capital,74762.96,0,0,0,0,null
4/21/25,4/25/25,Money Management,Instant Payouts,412518.7604,0,0,0,0,459244.8653
3/17/25,3/19/25,Money Management,Capital,306638.91,0,0,0,0,309425.9227
9/4/23,9/5/23,Money Management,Instant Payouts,120810.0335,0,0,0,0,null
1/29/24,2/3/24,Money Management,Capital,105241.0035,0,0,0,0,null
11/11/24,11/14/24,Money Management,Instant Payouts,151609.2664,0,0,0,0,null
5/15/23,5/20/23,Money Management,Multicurrency Settlement,0.120482704,0,0,0,0,null
5/9/22,5/13/22,Money Management,Instant Payouts,200252.0743,0,0,0,0,null
9/5/22,9/9/22,Money Management,Connect,241750.0233,0,0,0,0,null
2/9/26,2/14/26,Money Management,Capital,109896.0355,0,0,0,0,136385.9807
4/13/26,4/17/26,Money Management,Multicurrency Settlement,null,0,0,0,0,243028.4137
4/10/23,4/11/23,Money Management,Capital,165949.5929,0,0,0,0,null
2/19/24,2/23/24,Money Management,Capital,377991.5247,0,0,0,0,null
2/3/25,2/5/25,Money Management,Instant Payouts,138994.3571,0,0,0,0,372654.8459
5/30/22,6/4/22,Money Management,Connect,99122.15286,0,0,0,0,null
1/1/24,1/7/24,Money Management,Capital,73364.91893,0,0,0,0,null
10/19/26,10/25/26,Money Management,Connect,null,0,0,0,0,999433.3459
11/16/26,11/22/26,Money Management,Multicurrency Settlement,null,0,0,0,0,143814.0878
9/18/23,9/18/23,Money Management,Connect,-82443.45375,0,0,0,0,null
7/25/22,7/25/22,Money Management,Instant Payouts,213952.1048,0,0,0,0,null
9/15/25,9/19/25,Money Management,Multicurrency Settlement,239635.8935,0,0,0,0,226975.909
7/28/25,7/29/25,Money Management,Connect,1273199.967,0,0,0,0,1321935.325
5/19/25,5/21/25,Money Management,Capital,304992.03,0,0,0,0,298593.6051
11/6/23,11/6/23,Money Management,Capital,232672.3976,0,0,0,0,null
10/23/23,10/26/23,Money Management,Instant Payouts,86224.26846,0,0,0,0,null
11/18/24,11/19/24,Money Management,Capital,279784.92,0,0,0,0,null
2/5/24,2/10/24,Money Management,Connect,-97816.22178,0,0,0,0,null
7/20/26,7/23/26,Money Management,Multicurrency Settlement,null,0,0,0,0,382314.9019
7/22/24,7/28/24,Money Management,Multicurrency Settlement,106036.302,0,0,0,0,null
2/19/24,2/20/24,Money Management,Multicurrency Settlement,324508.9197,0,0,0,0,null
10/10/22,10/12/22,Money Management,Multicurrency Settlement,68420.45161,0,0,0,0,null
2/9/26,2/15/26,Money Management,Connect,210679.0263,0,0,0,0,800526.5232
6/26/23,6/29/23,Money Management,Instant Payouts,86703.41591,0,0,0,0,null
10/20/25,10/25/25,Money Management,Instant Payouts,315907.642,0,0,0,0,359050.1651
1/17/22,1/22/22,Money Management,Instant Payouts,164398.1467,0,0,0,0,null
11/24/25,11/30/25,Money Management,Multicurrency Settlement,65045.27141,0,0,0,0,104729.8827
4/14/25,4/15/25,Money Management,Multicurrency Settlement,246125.7055,0,0,0,0,243100.6975
7/1/24,7/2/24,Money Management,Connect,40859.84046,0,0,0,0,null
12/11/23,12/13/23,Money Management,Multicurrency Settlement,207376.1435,0,0,0,0,null
1/29/24,1/31/24,Money Management,Connect,286985.4282,0,0,0,0,null
12/1/25,12/7/25,Money Management,Instant Payouts,326253.3019,0,0,0,0,356180.3692
4/13/20,4/18/20,Money Management,Connect,95652.78,0,0,0,0,null
9/23/24,9/26/24,Money Management,Multicurrency Settlement,241846.8375,0,0,0,0,null
9/23/24,9/26/24,Money Management,Capital,299009.55,0,0,0,0,null
6/15/26,6/15/26,Money Management,Capital,null,0,0,0,0,370965.8872
8/26/24,8/28/24,Money Management,Instant Payouts,131738.3444,0,0,0,0,null
9/25/23,9/29/23,Money Management,Multicurrency Settlement,122817.4726,0,0,0,0,null
3/18/24,3/19/24,Money Management,Instant Payouts,92435.39313,0,0,0,0,null
7/22/24,7/24/24,Money Management,Capital,202287.5315,0,0,0,0,null
9/6/21,9/11/21,Money Management,Connect,15017.64373,0,0,0,0,null
5/17/21,5/18/21,Money Management,Instant Payouts,110138.3339,0,0,0,0,null
9/23/24,9/24/24,Money Management,Capital,259747.66,0,0,0,0,null
7/7/25,7/11/25,Money Management,Capital,202310.1486,0,0,0,0,200238.4925
5/27/24,6/2/24,Money Management,Multicurrency Settlement,147708.1152,0,0,0,0,null
3/28/22,4/1/22,Money Management,Multicurrency Settlement,40553.27,0,0,0,0,null
3/8/21,3/9/21,Money Management,Instant Payouts,106484.1304,0,0,0,0,null
11/29/21,12/2/21,Money Management,Connect,-345664.6234,0,0,0,0,null
6/12/23,6/18/23,Money Management,Instant Payouts,46562.01172,0,0,0,0,null
6/8/20,6/10/20,Money Management,Instant Payouts,-1771908.439,0,0,0,0,null
6/24/24,6/26/24,Money Management,Connect,28700.69611,0,0,0,0,null
10/14/24,10/17/24,Money Management,Connect,36008.30577,0,0,0,0,null
3/24/25,3/30/25,Money Management,Capital,65630.64,0,0,0,0,82634.1826
8/9/21,8/15/21,Money Management,Capital,8497.35,0,0,0,0,null
3/13/23,3/17/23,Money Management,Connect,215732.1748,0,0,0,0,null
5/22/23,5/27/23,Money Management,Multicurrency Settlement,-2.472092024,0,0,0,0,null
5/11/26,5/16/26,Money Management,Instant Payouts,null,0,0,0,0,390135.993
1/1/24,1/5/24,Money Management,Multicurrency Settlement,220081.9939,0,0,0,0,null
3/22/21,3/24/21,Money Management,Connect,525531.4699,0,0,0,0,null
11/10/25,11/14/25,Money Management,Connect,1082431.372,0,0,0,0,670131.6785
8/5/24,8/11/24,Money Management,Connect,15287.79427,0,0,0,0,null
5/23/22,5/24/22,Money Management,Instant Payouts,178744.4257,0,0,0,0,null
12/5/22,12/10/22,Money Management,Connect,33208.37833,0,0,0,0,null
5/8/23,5/13/23,Money Management,Instant Payouts,52397.27868,0,0,0,0,null
1/6/25,1/10/25,Money Management,Connect,58615.6814,0,0,0,0,695327.2284
8/23/21,8/26/21,Money Management,Capital,185954.5,0,0,0,0,null
6/3/24,6/5/24,Money Management,Connect,279259.588,0,0,0,0,null
12/4/23,12/4/23,Money Management,Capital,194645.5686,0,0,0,0,null
1/15/24,1/20/24,Money Management,Multicurrency Settlement,-3.263102921,0,0,0,0,null
10/30/23,11/5/23,Money Management,Connect,16329.75445,0,0,0,0,null
11/7/22,11/13/22,Money Management,Capital,61790.28731,0,0,0,0,null
1/9/23,1/9/23,Money Management,Connect,-97865.09564,0,0,0,0,null
12/1/25,12/3/25,Money Management,Capital,275445.1108,0,0,0,0,459608.0522
11/27/23,11/28/23,Money Management,Connect,34488.21093,0,0,0,0,null
7/29/24,7/29/24,Money Management,Multicurrency Settlement,378819.2792,0,0,0,0,null
9/16/24,9/18/24,Money Management,Instant Payouts,128857.7416,0,0,0,0,null
11/6/23,11/8/23,Money Management,Connect,72870.42865,0,0,0,0,null
8/22/22,8/24/22,Money Management,Instant Payouts,176834.0081,0,0,0,0,null
11/28/22,12/3/22,Money Management,Connect,37167.61988,0,0,0,0,null
12/9/24,12/14/24,Money Management,Connect,39388.29193,0,0,0,0,null
10/20/25,10/20/25,Money Management,Capital,263373.3843,0,0,0,0,257397.3165
3/10/25,3/16/25,Money Management,Instant Payouts,107835.3352,0,0,0,0,284678.0947
4/8/24,4/12/24,Money Management,Connect,40819.0312,0,0,0,0,null
12/12/22,12/15/22,Money Management,Instant Payouts,470839.5005,0,0,0,0,null
3/25/24,3/29/24,Money Management,Capital,234279.1001,0,0,0,0,null
3/28/22,3/29/22,Money Management,Multicurrency Settlement,22590.5045,0,0,0,0,null
7/24/23,7/24/23,Money Management,Instant Payouts,95787.64466,0,0,0,0,null
4/27/20,4/30/20,Money Management,Instant Payouts,4137993.071,0,0,0,0,null
10/28/24,10/30/24,Money Management,Multicurrency Settlement,256743.2762,0,0,0,0,null
1/5/26,1/9/26,Money Management,Instant Payouts,431066.0554,0,0,0,0,510535.846
8/17/26,8/18/26,Money Management,Capital,null,0,0,0,0,375796.6938
6/22/26,6/22/26,Money Management,Instant Payouts,null,0,0,0,0,533326.2407
10/4/21,10/8/21,Money Management,Capital,106301,0,0,0,0,null
5/22/23,5/22/23,Money Management,Connect,18404.09249,0,0,0,0,null
7/10/23,7/14/23,Money Management,Capital,139618.9624,0,0,0,0,null
12/22/25,12/24/25,Money Management,Instant Payouts,384081.2775,0,0,0,0,388570.0657
9/28/20,9/30/20,Money Management,Instant Payouts,5266607.608,0,0,0,0,null
8/18/25,8/21/25,Money Management,Connect,1140341.047,0,0,0,0,1072168.614
11/11/24,11/17/24,Money Management,Capital,115398.38,0,0,0,0,null
11/21/22,11/27/22,Money Management,Connect,637655.1535,0,0,0,0,null
11/1/21,11/1/21,Money Management,Instant Payouts,186177.9099,0,0,0,0,null
3/18/24,3/21/24,Money Management,Connect,-118599.0849,0,0,0,0,null
12/21/26,12/25/26,Money Management,Capital,null,0,0,0,0,341936.1986
9/2/24,9/4/24,Money Management,Connect,50197.95707,0,0,0,0,null
6/10/24,6/11/24,Money Management,Multicurrency Settlement,237839.3275,0,0,0,0,null
3/23/26,3/29/26,Money Management,Instant Payouts,null,0,0,0,0,327571.9469
1/20/25,1/26/25,Money Management,Multicurrency Settlement,85825.9703,0,0,0,0,90997.1005
5/19/25,5/24/25,Money Management,Connect,123872.9418,0,0,0,0,109808.637
11/23/26,11/29/26,Money Management,Connect,null,0,0,0,0,995476.0712
5/27/24,5/27/24,Money Management,Multicurrency Settlement,255667.8548,0,0,0,0,null
11/22/21,11/23/21,Money Management,Connect,658295.3346,0,0,0,0,null
6/21/21,6/21/21,Money Management,Instant Payouts,130229.7779,0,0,0,0,null
7/5/21,7/5/21,Money Management,Connect,123483.049,0,0,0,0,null
7/12/21,7/14/21,Money Management,Instant Payouts,118343.2149,0,0,0,0,null
1/15/24,1/19/24,Money Management,Connect,40279.80593,0,0,0,0,null
6/29/26,7/3/26,Money Management,Instant Payouts,null,0,0,0,0,648053.2713
11/30/26,12/5/26,Money Management,Instant Payouts,null,0,0,0,0,504661.5386
11/9/26,11/12/26,Money Management,Instant Payouts,null,0,0,0,0,430431.4523
1/30/23,2/3/23,Money Management,Multicurrency Settlement,79565.37452,0,0,0,0,null
12/26/22,12/31/22,Money Management,Connect,-105595.1433,0,0,0,0,null
8/16/21,8/18/21,Money Management,Capital,62928.92,0,0,0,0,null
11/29/21,12/5/21,Money Management,Instant Payouts,154854.9607,0,0,0,0,null
12/30/24,1/4/25,Money Management,Instant Payouts,131664.097,0,0,0,0,351992.8189
3/18/24,3/20/24,Money Management,Connect,78775.14539,0,0,0,0,null
11/6/23,11/9/23,Money Management,Capital,241766.6765,0,0,0,0,null
2/28/22,2/28/22,Money Management,Instant Payouts,200352.7508,0,0,0,0,null
12/7/26,12/12/26,Money Management,Capital,null,0,0,0,0,158428.6206
1/12/26,1/13/26,Money Management,Connect,1503266.818,0,0,0,0,1723879.885
8/28/23,8/29/23,Money Management,Multicurrency Settlement,186074.4325,0,0,0,0,null
12/6/21,12/10/21,Money Management,Connect,-172707.0765,0,0,0,0,null
6/17/24,6/17/24,Money Management,Multicurrency Settlement,301242.7582,0,0,0,0,null
1/27/25,2/2/25,Money Management,Multicurrency Settlement,158403.9008,0,0,0,0,114177.9877
4/24/23,4/27/23,Money Management,Instant Payouts,78679.4851,0,0,0,0,null
11/25/24,11/28/24,Money Management,Instant Payouts,132412.4571,0,0,0,0,null
1/14/19,1/17/19,Money Management,Instant Payouts,478777.66,0,0,0,0,null
6/28/21,7/1/21,Money Management,Connect,-436478.4798,0,0,0,0,null
1/13/25,1/19/25,Money Management,Connect,53436.1978,0,0,0,0,890087.8459
6/1/26,6/7/26,Money Management,Instant Payouts,null,0,0,0,0,383263.6798
2/14/22,2/20/22,Money Management,Capital,24258.07327,0,0,0,0,null
9/16/24,9/18/24,Money Management,Capital,301571.8264,0,0,0,0,null
1/9/23,1/11/23,Money Management,Instant Payouts,180527.3089,0,0,0,0,null
9/1/25,9/4/25,Money Management,Instant Payouts,496437.3786,0,0,0,0,370965.3052
9/14/20,9/17/20,Money Management,Connect,-4083792.005,0,0,0,0,null
9/27/21,9/30/21,Money Management,Instant Payouts,159384.2842,0,0,0,0,null
2/13/23,2/19/23,Money Management,Multicurrency Settlement,-4.564501426,0,0,0,0,null
5/20/24,5/21/24,Money Management,Multicurrency Settlement,184350.1892,0,0,0,0,null
10/24/22,10/26/22,Money Management,Capital,133815.6808,0,0,0,0,null
4/26/21,4/27/21,Money Management,Instant Payouts,108807.2234,0,0,0,0,null
6/26/23,6/30/23,Money Management,Multicurrency Settlement,116662.8851,0,0,0,0,null
6/2/25,6/7/25,Money Management,Multicurrency Settlement,-282.8063422,0,0,0,0,0
10/24/22,10/28/22,Money Management,Multicurrency Settlement,95782.49622,0,0,0,0,null
2/12/24,2/12/24,Money Management,Connect,23900.50319,0,0,0,0,null
9/20/21,9/20/21,Money Management,Instant Payouts,156714.9724,0,0,0,0,null
7/11/22,7/11/22,Money Management,Instant Payouts,209406.392,0,0,0,0,null
10/4/21,10/7/21,Money Management,Connect,234264.2484,0,0,0,0,null
3/28/22,3/31/22,Money Management,Connect,-331975.319,0,0,0,0,null
4/11/22,4/13/22,Money Management,Connect,549705.2378,0,0,0,0,null
10/16/23,10/17/23,Money Management,Connect,23181.29718,0,0,0,0,null
11/13/23,11/13/23,Money Management,Connect,21552.95579,0,0,0,0,null
8/15/22,8/15/22,Money Management,Capital,133609.5041,0,0,0,0,null
5/25/26,5/30/26,Money Management,Multicurrency Settlement,null,0,0,0,0,0
11/9/26,11/15/26,Money Management,Multicurrency Settlement,null,0,0,0,0,143814.0878
11/25/24,11/25/24,Money Management,Connect,45518.31582,0,0,0,0,null
1/23/23,1/29/23,Money Management,Connect,389508.1088,0,0,0,0,null
8/2/21,8/3/21,Money Management,Instant Payouts,122198.7766,0,0,0,0,null
5/19/25,5/25/25,Money Management,Connect,171432.6557,0,0,0,0,686185.6501
10/26/26,10/29/26,Money Management,Connect,null,0,0,0,0,1478736.286
7/8/24,7/11/24,Money Management,Capital,346318.1837,0,0,0,0,null
4/11/22,4/16/22,Money Management,Instant Payouts,174046.4835,0,0,0,0,null
7/27/26,7/31/26,Money Management,Instant Payouts,null,0,0,0,0,549135.3923
12/19/22,12/19/22,Money Management,Multicurrency Settlement,169904.0001,0,0,0,0,null
1/31/22,2/6/22,Money Management,Connect,422114.2232,0,0,0,0,null
2/27/23,2/28/23,Money Management,Multicurrency Settlement,93167.92206,0,0,0,0,null
7/22/24,7/22/24,Money Management,Instant Payouts,150718.0239,0,0,0,0,null
5/3/21,5/8/21,Money Management,Instant Payouts,127784.0711,0,0,0,0,null
10/7/24,10/13/24,Money Management,Instant Payouts,91470.34389,0,0,0,0,null
6/24/24,6/24/24,Money Management,Instant Payouts,225292.7284,0,0,0,0,null
7/5/21,7/10/21,Money Management,Connect,12544.90303,0,0,0,0,null
12/22/25,12/24/25,Money Management,Connect,1217971.041,0,0,0,0,1389654.628
2/3/25,2/7/25,Money Management,Multicurrency Settlement,226159.4153,0,0,0,0,222582.5048
4/8/24,4/9/24,Money Management,Connect,8227.640127,0,0,0,0,null
11/30/20,11/30/20,Money Management,Instant Payouts,6237002.538,0,0,0,0,null
12/14/26,12/19/26,Money Management,Connect,null,0,0,0,0,150383.1713
9/15/25,9/17/25,Money Management,Multicurrency Settlement,311611.5518,0,0,0,0,351022.7992
3/14/22,3/14/22,Money Management,Connect,457447.5388,0,0,0,0,null
7/31/23,8/3/23,Money Management,Connect,28074.21627,0,0,0,0,null
7/20/26,7/21/26,Money Management,Capital,null,0,0,0,0,371803.3544
3/7/22,3/11/22,Money Management,Connect,146981.7913,0,0,0,0,null
4/18/22,4/19/22,Money Management,Instant Payouts,168867.1252,0,0,0,0,null
2/26/24,3/1/24,Money Management,Instant Payouts,5893697.572,0,0,0,0,null
1/19/26,1/20/26,Money Management,Multicurrency Settlement,707085.1927,0,0,0,0,303534.3566
4/7/25,4/11/25,Money Management,Connect,535437.6088,0,0,0,0,491117.6372
2/13/23,2/17/23,Money Management,Multicurrency Settlement,75438.08417,0,0,0,0,null
5/29/23,5/31/23,Money Management,Connect,270790.9468,0,0,0,0,null
4/1/24,4/2/24,Money Management,Multicurrency Settlement,483405.6554,0,0,0,0,null
10/7/19,10/12/19,Money Management,Instant Payouts,-2349695.28,0,0,0,0,null
11/25/24,11/29/24,Money Management,Instant Payouts,197957.6055,0,0,0,0,null
3/4/24,3/10/24,Money Management,Multicurrency Settlement,118468.8106,0,0,0,0,null
11/29/21,12/5/21,Money Management,Capital,20906.15246,0,0,0,0,null
6/3/24,6/3/24,Money Management,Capital,290702.8944,0,0,0,0,null
1/6/25,1/7/25,Money Management,Capital,368386.44,0,0,0,0,292036.2239
9/5/22,9/10/22,Money Management,Capital,54581.41162,0,0,0,0,null
5/13/24,5/13/24,Money Management,Connect,30956.85794,0,0,0,0,null
2/6/23,2/11/23,Money Management,Multicurrency Settlement,-13.53234162,0,0,0,0,null
3/3/25,3/8/25,Money Management,Connect,19690.54276,0,0,0,0,106058.9955
7/21/25,7/23/25,Money Management,Connect,1153391.113,0,0,0,0,1182015.73
12/15/25,12/19/25,Money Management,Connect,940195.162,0,0,0,0,659799.4466
9/11/23,9/14/23,Money Management,Connect,35651.12293,0,0,0,0,null
4/22/24,4/25/24,Money Management,Capital,290175.6768,0,0,0,0,null
6/15/26,6/20/26,Money Management,Capital,null,0,0,0,0,143577.0416
11/9/26,11/11/26,Money Management,Capital,null,0,0,0,0,481163.0912
1/26/26,1/30/26,Money Management,Instant Payouts,490865.3513,0,0,0,0,510535.846
8/31/26,9/2/26,Money Management,Instant Payouts,null,0,0,0,0,501361.2359
12/26/22,12/27/22,Money Management,Multicurrency Settlement,105083.6348,0,0,0,0,null
6/9/25,6/11/25,Money Management,Capital,250810.27,0,0,0,0,345958.4762
3/31/25,3/31/25,Money Management,Multicurrency Settlement,458908.3927,0,0,0,0,454401.7723
4/11/22,4/13/22,Money Management,Multicurrency Settlement,32333.62,0,0,0,0,null
4/22/24,4/25/24,Money Management,Connect,21119.60444,0,0,0,0,null
7/18/22,7/20/22,Money Management,Instant Payouts,180400.4119,0,0,0,0,null
2/10/25,2/14/25,Money Management,Instant Payouts,188135.908,0,0,0,0,451574.3838
11/1/21,11/2/21,Money Management,Instant Payouts,140306.1957,0,0,0,0,null
8/16/21,8/20/21,Money Management,Instant Payouts,143417.3022,0,0,0,0,null
11/20/23,11/20/23,Money Management,Connect,-46939.03064,0,0,0,0,null
6/16/25,6/20/25,Money Management,Multicurrency Settlement,303167.7892,0,0,0,0,206880.8332
1/23/23,1/24/23,Money Management,Instant Payouts,183587.5226,0,0,0,0,null
5/22/23,5/28/23,Money Management,Instant Payouts,48388.91163,0,0,0,0,null
11/10/25,11/12/25,Money Management,Instant Payouts,442887.6247,0,0,0,0,399217.5242
11/14/22,11/20/22,Money Management,Multicurrency Settlement,6137.619667,0,0,0,0,null
12/5/22,12/7/22,Money Management,Connect,607414.6867,0,0,0,0,null
5/20/24,5/21/24,Money Management,Instant Payouts,103875.0466,0,0,0,0,null
11/27/23,11/30/23,Money Management,Capital,-40621.25521,0,0,0,0,null
3/22/21,3/26/21,Money Management,Connect,99606.08107,0,0,0,0,null
8/1/22,8/5/22,Money Management,Capital,216384.9978,0,0,0,0,null
11/14/22,11/19/22,Money Management,Connect,30785.91102,0,0,0,0,null
8/31/26,9/1/26,Money Management,Connect,null,0,0,0,0,2394713.857
3/8/21,3/11/21,Money Management,Connect,308154.7723,0,0,0,0,null
10/4/21,10/4/21,Money Management,Instant Payouts,215864.4664,0,0,0,0,null
9/23/24,9/26/24,Money Management,Connect,19640.13845,0,0,0,0,null
10/4/21,10/8/21,Money Management,Connect,148659.9411,0,0,0,0,null
10/30/23,10/30/23,Money Management,Connect,22196.22657,0,0,0,0,null
6/7/21,6/11/21,Money Management,Instant Payouts,133731.9804,0,0,0,0,null
1/24/22,1/28/22,Money Management,Connect,251900.4595,0,0,0,0,null
7/11/22,7/14/22,Money Management,Instant Payouts,192631.6529,0,0,0,0,null
5/25/26,5/29/26,Money Management,Multicurrency Settlement,null,0,0,0,0,250812.1337
