reporting_week,reporting_date,product_pillar,product_grouping,[DROPPED] daily_actual_net_revenue,estimated_fy25_2_10_forecast,estimated_fy25_5_7_forecast,estimated_fy25_8_4_forecast,estimated_fy25_budget,estimated_fy26_budget,daily_actual_gross_revenue
5/5/25,5/7/25,Money Management,Financial Accounts,,0,0,0,0,1528420.16,0
5/26/25,5/27/25,Money Management,Faster Payouts,,0,0,0,0,15887.22859,0
11/28/22,12/3/22,Money Management,Other BaaS Products,,0,0,0,0,-16974.24,null
8/18/25,8/20/25,Money Management,Mass Payouts,,0,0,0,0,2438.118547,0
12/4/23,12/8/23,Money Management,Other BaaS Products,,0,0,0,0,-8722.28,null
11/4/24,11/4/24,Money Management,Mass Payouts,,0,0,0,0,163,null
7/31/23,8/4/23,Money Management,Other BaaS Products,,0,0,0,0,-8407.68,null
11/24/25,11/24/25,Money Management,Financial Accounts,,0,0,0,0,-8282.07009,0
12/8/25,12/8/25,Money Management,Financial Accounts,,0,0,0,0,-287972.1038,0
7/1/24,7/3/24,Money Management,Mass Payouts,,0,0,0,0,19.25,null
4/28/25,5/3/25,Money Management,Other BaaS Products,,0,0,0,0,-6230.48,0
11/28/22,12/4/22,Money Management,Other BaaS Products,,0,0,0,0,-10028.02,null
12/29/25,1/4/26,Money Management,Other BaaS Products,,0,0,0,0,-1683.28,0
3/3/25,3/7/25,Money Management,Mass Payouts,,0,0,0,0,2046.5,0
12/30/24,1/2/25,Money Management,Mass Payouts,,0,0,0,0,464,0
12/1/25,12/4/25,Money Management,Other BaaS Products,,0,0,0,0,-4522.04,0
1/12/26,1/15/26,Money Management,Bridge,,0,0,0,0,0,0
8/25/25,8/25/25,Money Management,Faster Payouts,,0,0,0,0,21249.51031,0
7/14/25,7/14/25,Money Management,Mass Payouts,,0,0,0,0,2244.763406,0
8/14/23,8/20/23,Money Management,Other BaaS Products,,0,0,0,0,-3458.65,null
5/5/25,5/9/25,Money Management,Faster Payouts,,0,0,0,0,13686.38715,0
12/12/22,12/13/22,Money Management,Other BaaS Products,,0,0,0,0,-8256.57,null
8/22/22,8/26/22,Money Management,Other BaaS Products,,0,0,0,0,-9547.83,null
3/3/25,3/9/25,Money Management,Faster Payouts,,0,0,0,0,0,0
9/27/21,10/1/21,Money Management,Other BaaS Products,,0,0,0,0,-10079.82,null
11/24/25,11/27/25,Money Management,Mass Payouts,,0,0,0,0,2601.715479,0
8/25/25,8/28/25,Money Management,Financial Accounts,,0,0,0,0,189280.5046,0
12/9/24,12/11/24,Money Management,Other BaaS Products,,0,0,0,0,-8537.82,null
11/29/21,12/5/21,Money Management,Other BaaS Products,,0,0,0,0,-6827.46,null
2/23/26,3/1/26,Money Management,Other BaaS Products,,0,0,0,0,-10305.82,0
12/16/24,12/16/24,Money Management,Other BaaS Products,,0,0,0,0,-2598.47,null
12/29/25,1/2/26,Money Management,Financial Accounts,,0,0,0,0,-4478.67252,0
9/18/23,9/21/23,Money Management,Financial Accounts,,0,0,0,0,0,null
9/30/19,9/30/19,Money Management,Other BaaS Products,,0,0,0,0,61823.46498,null
4/14/25,4/15/25,Money Management,Mass Payouts,,0,0,0,0,-1.58,0
9/8/25,9/14/25,Money Management,Bridge,,0,0,0,0,0,0
3/23/26,3/28/26,Money Management,Mass Payouts,,0,0,0,0,null,0
8/11/25,8/17/25,Money Management,Bridge,,0,0,0,0,0,0
3/23/26,3/23/26,Money Management,Bridge,,0,0,0,0,null,0
6/1/26,6/2/26,Money Management,Bridge,,0,0,0,0,null,0
3/31/25,4/5/25,Money Management,Mass Payouts,,0,0,0,0,0,0
1/19/26,1/24/26,Money Management,Bridge,,0,0,0,0,0,0
10/12/26,10/17/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
10/19/26,10/25/26,Money Management,Faster Payouts,,0,0,0,0,null,0
11/30/26,12/6/26,Money Management,Financial Accounts,,0,0,0,0,null,0
6/22/26,6/26/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
7/21/25,7/22/25,Money Management,Bridge,,0,0,0,0,0,0
2/17/25,2/21/25,Money Management,Bridge,,0,0,0,0,0,0
11/23/26,11/28/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
9/22/25,9/23/25,Money Management,Bridge,,0,0,0,0,0,0
7/6/26,7/11/26,Money Management,Financial Accounts,,0,0,0,0,null,0
5/18/26,5/18/26,Money Management,Mass Payouts,,0,0,0,0,null,0
3/31/25,4/2/25,Money Management,Bridge,,0,0,0,0,0,0
2/10/25,2/10/25,Money Management,Financial Accounts,,0,0,0,0,0,0
9/21/26,9/26/26,Money Management,Financial Accounts,,0,0,0,0,null,0
6/23/25,6/24/25,Money Management,Bridge,,0,0,0,0,0,0
8/3/26,8/4/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/15/26,6/21/26,Money Management,Bridge,,0,0,0,0,null,0
6/1/26,6/6/26,Money Management,Bridge,,0,0,0,0,null,0
5/25/26,5/26/26,Money Management,Faster Payouts,,0,0,0,0,null,0
7/13/26,7/18/26,Money Management,Mass Payouts,,0,0,0,0,null,0
11/2/26,11/8/26,Money Management,Mass Payouts,,0,0,0,0,null,0
2/16/26,2/20/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
6/8/26,6/11/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
4/13/26,4/14/26,Money Management,Bridge,,0,0,0,0,null,0
11/23/26,11/23/26,Money Management,Mass Payouts,,0,0,0,0,null,0
5/25/26,5/30/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/8/26,6/8/26,Money Management,Bridge,,0,0,0,0,null,0
11/9/26,11/9/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
7/13/26,7/16/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
6/16/25,6/21/25,Money Management,Faster Payouts,,0,0,0,0,13623.79668,0
3/11/24,3/16/24,Money Management,Other BaaS Products,,0,0,0,0,-4931.47,null
10/28/24,10/31/24,Money Management,Mass Payouts,,0,0,0,0,113.5,null
11/13/23,11/15/23,Money Management,Other BaaS Products,,0,0,0,0,-8693.19,null
3/6/23,3/7/23,Money Management,Other BaaS Products,,0,0,0,0,-7422.45,null
6/30/25,7/5/25,Money Management,Financial Accounts,,0,0,0,0,-5615.87,0
7/29/24,8/2/24,Money Management,Mass Payouts,,0,0,0,0,39.5,null
8/30/21,9/1/21,Money Management,Other BaaS Products,,0,0,0,0,-12979.05,null
6/5/23,6/6/23,Money Management,Financial Accounts,,0,0,0,0,-308150.08,null
11/21/22,11/22/22,Money Management,Other BaaS Products,,0,0,0,0,-7748.24,null
12/23/24,12/28/24,Money Management,Mass Payouts,,0,0,0,0,56,null
11/1/21,11/4/21,Money Management,Other BaaS Products,,0,0,0,0,-15743.89,null
8/28/23,8/28/23,Money Management,Other BaaS Products,,0,0,0,0,-4801.53,null
12/1/25,12/1/25,Money Management,Other BaaS Products,,0,0,0,0,-7851.24,0
6/17/24,6/21/24,Money Management,Mass Payouts,,0,0,0,0,2.25,null
2/9/26,2/12/26,Money Management,Mass Payouts,,0,0,0,0,42374.01345,0
2/23/26,2/24/26,Money Management,Faster Payouts,,0,0,0,0,44226.45125,0
10/6/25,10/8/25,Money Management,Other BaaS Products,,0,0,0,0,-5051.03,0
5/5/25,5/11/25,Money Management,Other BaaS Products,,0,0,0,0,-3629.52,0
6/23/25,6/28/25,Money Management,Faster Payouts,,0,0,0,0,79859.51305,0
2/27/23,3/5/23,Money Management,Other BaaS Products,,0,0,0,0,-6243.95,null
11/3/25,11/5/25,Money Management,Other BaaS Products,,0,0,0,0,-6470.04,0
10/13/25,10/13/25,Money Management,Faster Payouts,,0,0,0,0,26390.27004,0
4/15/24,4/15/24,Money Management,Other BaaS Products,,0,0,0,0,-4714.4,null
7/7/25,7/9/25,Money Management,Mass Payouts,,0,0,0,0,2073.01047,0
2/24/25,3/1/25,Money Management,Mass Payouts,,0,0,0,0,23,0
8/15/22,8/21/22,Money Management,Other BaaS Products,,0,0,0,0,-4943.29,null
1/6/25,1/9/25,Money Management,Faster Payouts,,0,0,0,0,-119514.79,0
12/29/25,1/2/26,Money Management,Faster Payouts,,0,0,0,0,61742.13989,0
12/4/23,12/4/23,Money Management,Other BaaS Products,,0,0,0,0,-5040.68,null
10/23/23,10/27/23,Money Management,Other BaaS Products,,0,0,0,0,-6110.76,null
6/9/25,6/12/25,Money Management,Faster Payouts,,0,0,0,0,17226.67646,0
4/18/22,4/22/22,Money Management,Other BaaS Products,,0,0,0,0,-12769.74,null
5/19/25,5/23/25,Money Management,Other BaaS Products,,0,0,0,0,-3526.74,0
4/21/25,4/24/25,Money Management,Financial Accounts,,0,0,0,0,-4512.284324,0
2/2/26,2/8/26,Money Management,Mass Payouts,,0,0,0,0,16802.76484,0
11/13/23,11/18/23,Money Management,Other BaaS Products,,0,0,0,0,-5911.68,null
2/9/26,2/14/26,Money Management,Other BaaS Products,,0,0,0,0,-2818.48,0
12/19/22,12/23/22,Money Management,Other BaaS Products,,0,0,0,0,-6927.57,null
3/24/25,3/25/25,Money Management,Mass Payouts,,0,0,0,0,707.4123995,0
9/26/22,9/28/22,Money Management,Other BaaS Products,,0,0,0,0,0,null
10/10/22,10/13/22,Money Management,Other BaaS Products,,0,0,0,0,-9279.81,null
10/20/25,10/23/25,Money Management,Mass Payouts,,0,0,0,0,1882.534195,0
10/26/26,11/1/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
6/22/26,6/26/26,Money Management,Bridge,,0,0,0,0,null,0
3/3/25,3/4/25,Money Management,Bridge,,0,0,0,0,0,0
12/28/26,12/29/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
4/28/25,5/4/25,Money Management,Mass Payouts,,0,0,0,0,0,0
11/23/26,11/25/26,Money Management,Faster Payouts,,0,0,0,0,null,0
4/13/26,4/15/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
1/26/26,1/28/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
4/27/26,5/2/26,Money Management,Financial Accounts,,0,0,0,0,null,0
10/12/26,10/13/26,Money Management,Faster Payouts,,0,0,0,0,null,0
4/6/26,4/6/26,Money Management,Mass Payouts,,0,0,0,0,null,0
9/7/26,9/13/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
2/17/25,2/17/25,Money Management,Faster Payouts,,0,0,0,0,0,0
3/10/25,3/16/25,Money Management,Mass Payouts,,0,0,0,0,0,0
9/21/26,9/23/26,Money Management,Faster Payouts,,0,0,0,0,null,0
12/21/26,12/25/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
2/2/26,2/8/26,Money Management,Bridge,,0,0,0,0,0,0
9/29/25,10/5/25,Money Management,Bridge,,0,0,0,0,0,0
4/6/26,4/7/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
6/8/26,6/11/26,Money Management,Mass Payouts,,0,0,0,0,null,0
12/7/26,12/13/26,Money Management,Bridge,,0,0,0,0,null,0
4/27/26,4/27/26,Money Management,Financial Accounts,,0,0,0,0,null,0
7/27/26,7/27/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
5/11/26,5/16/26,Money Management,Bridge,,0,0,0,0,null,0
5/18/26,5/22/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
9/7/26,9/10/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
9/28/26,9/29/26,Money Management,Mass Payouts,,0,0,0,0,null,0
4/13/26,4/13/26,Money Management,Bridge,,0,0,0,0,null,0
12/28/26,12/31/26,Money Management,Bridge,,0,0,0,0,null,9589000
5/4/26,5/8/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
2/21/22,2/23/22,Money Management,Other BaaS Products,,0,0,0,0,-16129.49,null
7/8/24,7/8/24,Money Management,Mass Payouts,,0,0,0,0,28.5,null
12/4/23,12/10/23,Money Management,Other BaaS Products,,0,0,0,0,-4323.07,null
3/24/25,3/26/25,Money Management,Mass Payouts,,0,0,0,0,857.35,0
12/6/21,12/7/21,Money Management,Financial Accounts,,0,0,0,0,62372.81,null
5/6/24,5/6/24,Money Management,Financial Accounts,,0,0,0,0,-1048826.5,null
8/18/25,8/21/25,Money Management,Mass Payouts,,0,0,0,0,2301.854269,0
5/1/23,5/4/23,Money Management,Other BaaS Products,,0,0,0,0,-10102.23,null
3/2/26,3/7/26,Money Management,Other BaaS Products,,0,0,0,0,-3925.49,0
1/6/25,1/9/25,Money Management,Financial Accounts,,0,0,0,0,0,0
10/6/25,10/10/25,Money Management,Financial Accounts,,0,0,0,0,-1436220.05,0
2/2/26,2/8/26,Money Management,Other BaaS Products,,0,0,0,0,-5017.39,0
1/29/24,2/1/24,Money Management,Other BaaS Products,,0,0,0,0,-11292.73,null
7/29/24,8/2/24,Money Management,Other BaaS Products,,0,0,0,0,-19650.6,null
3/25/24,3/28/24,Money Management,Other BaaS Products,,0,0,0,0,-6727.76,null
8/11/25,8/14/25,Money Management,Other BaaS Products,,0,0,0,0,-3820.49,0
8/18/25,8/18/25,Money Management,Mass Payouts,,0,0,0,0,2498.043724,0
1/29/24,2/4/24,Money Management,Other BaaS Products,,0,0,0,0,-3520.06,null
7/21/25,7/26/25,Money Management,Faster Payouts,,0,0,0,0,14284.38348,0
3/21/22,3/23/22,Money Management,Other BaaS Products,,0,0,0,0,-11254.31,null
6/5/23,6/11/23,Money Management,Other BaaS Products,,0,0,0,0,-3698.84,null
8/15/22,8/18/22,Money Management,Other BaaS Products,,0,0,0,0,-8217.07,null
6/9/25,6/11/25,Money Management,Other BaaS Products,,0,0,0,0,-3762.36,0
10/7/24,10/12/24,Money Management,Mass Payouts,,0,0,0,0,2,null
3/2/26,3/6/26,Money Management,Other BaaS Products,,0,0,0,0,-4947.88,0
4/22/24,4/25/24,Money Management,Other BaaS Products,,0,0,0,0,-6442.47,null
2/28/22,3/3/22,Money Management,Other BaaS Products,,0,0,0,0,-22447.91,null
11/14/22,11/19/22,Money Management,Other BaaS Products,,0,0,0,0,-10394.93,null
8/11/25,8/13/25,Money Management,Financial Accounts,,0,0,0,0,-4212.367882,0
7/29/24,7/31/24,Money Management,Financial Accounts,,0,0,0,0,1924557.6,null
4/28/25,5/1/25,Money Management,Financial Accounts,,0,0,0,0,15585.92,0
4/17/23,4/18/23,Money Management,Other BaaS Products,,0,0,0,0,-5445.48,null
6/24/24,6/28/24,Money Management,Financial Accounts,,0,0,0,0,0,null
1/3/22,1/6/22,Money Management,Financial Accounts,,0,0,0,0,82213.32,null
4/28/25,4/30/25,Money Management,Faster Payouts,,0,0,0,0,26441.6177,448698.7811
1/3/22,1/5/22,Money Management,Other BaaS Products,,0,0,0,0,-9334.78,null
9/16/24,9/17/24,Money Management,Other BaaS Products,,0,0,0,0,-7193.25,null
4/14/25,4/17/25,Money Management,Financial Accounts,,0,0,0,0,20902.28,0
9/11/23,9/15/23,Money Management,Other BaaS Products,,0,0,0,0,-6705.64,null
11/10/25,11/15/25,Money Management,Faster Payouts,,0,0,0,0,30044.60405,0
2/17/25,2/20/25,Money Management,Mass Payouts,,0,0,0,0,466.0707998,0
4/22/24,4/25/24,Money Management,Financial Accounts,,0,0,0,0,0,null
9/16/24,9/19/24,Money Management,Mass Payouts,,0,0,0,0,42.75,null
4/3/23,4/7/23,Money Management,Financial Accounts,,0,0,0,0,49016.98,null
10/13/25,10/13/25,Money Management,Other BaaS Products,,0,0,0,0,-1959.04,0
6/9/25,6/14/25,Money Management,Other BaaS Products,,0,0,0,0,-3007.85,0
10/19/26,10/24/26,Money Management,Bridge,,0,0,0,0,null,0
8/31/26,8/31/26,Money Management,Faster Payouts,,0,0,0,0,null,1680100.68
10/12/26,10/16/26,Money Management,Bridge,,0,0,0,0,null,0
12/22/25,12/28/25,Money Management,Bridge,,0,0,0,0,0,0
9/21/26,9/22/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
3/31/25,4/4/25,Money Management,Faster Payouts,,0,0,0,0,0,0
3/30/26,3/31/26,Money Management,Mass Payouts,,0,0,0,0,null,99141.32
12/8/25,12/14/25,Money Management,Bridge,,0,0,0,0,0,0
7/13/26,7/19/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
8/18/25,8/21/25,Money Management,Bridge,,0,0,0,0,0,0
10/19/26,10/25/26,Money Management,Mass Payouts,,0,0,0,0,null,0
6/9/25,6/15/25,Money Management,Bridge,,0,0,0,0,0,0
3/30/26,4/5/26,Money Management,Financial Accounts,,0,0,0,0,null,0
7/13/26,7/16/26,Money Management,Bridge,,0,0,0,0,null,0
3/16/26,3/17/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
2/16/26,2/20/26,Money Management,Bridge,,0,0,0,0,0,0
8/3/26,8/7/26,Money Management,Faster Payouts,,0,0,0,0,null,0
8/17/26,8/23/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
4/27/26,4/27/26,Money Management,Faster Payouts,,0,0,0,0,null,0
10/27/25,11/1/25,Money Management,Bridge,,0,0,0,0,0,0
7/13/26,7/18/26,Money Management,Faster Payouts,,0,0,0,0,null,0
5/18/26,5/22/26,Money Management,Financial Accounts,,0,0,0,0,null,0
7/14/25,7/15/25,Money Management,Bridge,,0,0,0,0,0,0
10/5/26,10/6/26,Money Management,Faster Payouts,,0,0,0,0,null,0
11/16/26,11/20/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
7/27/26,8/2/26,Money Management,Mass Payouts,,0,0,0,0,null,0
11/9/26,11/12/26,Money Management,Mass Payouts,,0,0,0,0,null,0
2/3/25,2/3/25,Money Management,Faster Payouts,,0,0,0,0,0,0
4/6/26,4/7/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
4/13/26,4/18/26,Money Management,Bridge,,0,0,0,0,null,0
11/23/26,11/23/26,Money Management,Faster Payouts,,0,0,0,0,null,0
9/14/26,9/17/26,Money Management,Bridge,,0,0,0,0,null,0
4/6/26,4/12/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
3/24/25,3/29/25,Money Management,Faster Payouts,,0,0,0,0,0,0
12/14/26,12/16/26,Money Management,Mass Payouts,,0,0,0,0,null,0
2/9/26,2/10/26,Money Management,Financial Accounts,,0,0,0,0,-5402.387765,0
12/22/25,12/28/25,Money Management,Mass Payouts,,0,0,0,0,7641.559641,0
4/7/25,4/13/25,Money Management,Other BaaS Products,,0,0,0,0,-2980.05,0
11/17/25,11/22/25,Money Management,Mass Payouts,,0,0,0,0,687.3695891,0
1/8/24,1/10/24,Money Management,Financial Accounts,,0,0,0,0,-182.85,null
4/15/24,4/17/24,Money Management,Financial Accounts,,0,0,0,0,0,null
9/25/23,9/30/23,Money Management,Other BaaS Products,,0,0,0,0,300654.61,null
9/2/24,9/3/24,Money Management,Mass Payouts,,0,0,0,0,107,null
12/26/22,12/26/22,Money Management,Other BaaS Products,,0,0,0,0,-4530.3,null
5/23/22,5/27/22,Money Management,Other BaaS Products,,0,0,0,0,-9753.3,null
11/17/25,11/20/25,Money Management,Faster Payouts,,0,0,0,0,32382.01386,0
12/4/23,12/9/23,Money Management,Other BaaS Products,,0,0,0,0,-6394.82,null
12/5/22,12/6/22,Money Management,Other BaaS Products,,0,0,0,0,-7449.48,null
7/8/24,7/12/24,Money Management,Other BaaS Products,,0,0,0,0,-6266.8,null
4/24/23,4/28/23,Money Management,Other BaaS Products,,0,0,0,0,-5673.31,null
5/15/23,5/18/23,Money Management,Other BaaS Products,,0,0,0,0,-7770.76,null
8/26/24,8/26/24,Money Management,Other BaaS Products,,0,0,0,0,-3507.94,null
11/11/24,11/11/24,Money Management,Faster Payouts,,0,0,0,0,-39549.27,null
9/6/21,9/10/21,Money Management,Other BaaS Products,,0,0,0,0,-12887,null
7/18/22,7/22/22,Money Management,Other BaaS Products,,0,0,0,0,-11177.1,null
5/9/22,5/13/22,Money Management,Other BaaS Products,,0,0,0,0,-12025.58,null
4/14/25,4/15/25,Money Management,Other BaaS Products,,0,0,0,0,-4897.89,0
5/2/22,5/5/22,Money Management,Other BaaS Products,,0,0,0,0,-14023.26,null
1/29/24,2/4/24,Money Management,Financial Accounts,,0,0,0,0,-0.01,null
12/18/23,12/19/23,Money Management,Financial Accounts,,0,0,0,0,0,null
12/22/25,12/22/25,Money Management,Financial Accounts,,0,0,0,0,-4559.12074,0
8/25/25,8/28/25,Money Management,Other BaaS Products,,0,0,0,0,-2956.68,0
9/23/24,9/23/24,Money Management,Other BaaS Products,,0,0,0,0,-3037.23,null
2/20/23,2/21/23,Money Management,Other BaaS Products,,0,0,0,0,-5545.09,null
8/15/22,8/17/22,Money Management,Other BaaS Products,,0,0,0,0,-8645.94,null
1/31/22,1/31/22,Money Management,Other BaaS Products,,0,0,0,0,562699.8211,null
8/25/25,8/31/25,Money Management,Mass Payouts,,0,0,0,0,333.5596669,61476.71724
3/16/26,3/22/26,Money Management,Financial Accounts,,0,0,0,0,null,0
4/24/23,4/27/23,Money Management,Other BaaS Products,,0,0,0,0,-8248.6,null
7/1/24,7/7/24,Money Management,Mass Payouts,,0,0,0,0,2,null
5/12/25,5/13/25,Money Management,Other BaaS Products,,0,0,0,0,-4455.2,0
8/19/24,8/20/24,Money Management,Other BaaS Products,,0,0,0,0,-5247.49,null
10/13/25,10/14/25,Money Management,Faster Payouts,,0,0,0,0,33029.88656,0
3/21/22,3/22/22,Money Management,Other BaaS Products,,0,0,0,0,-10544.28,null
9/25/23,9/27/23,Money Management,Other BaaS Products,,0,0,0,0,-6399.53,null
10/24/22,10/25/22,Money Management,Other BaaS Products,,0,0,0,0,-8080.76,null
7/10/23,7/15/23,Money Management,Other BaaS Products,,0,0,0,0,-5487.78,null
4/7/25,4/8/25,Money Management,Other BaaS Products,,0,0,0,0,-5912.36,0
11/4/24,11/4/24,Money Management,Other BaaS Products,,0,0,0,0,-2986.09,null
1/5/26,1/6/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
6/8/26,6/14/26,Money Management,Mass Payouts,,0,0,0,0,null,0
2/9/26,2/13/26,Money Management,Bridge,,0,0,0,0,0,0
8/10/26,8/11/26,Money Management,Financial Accounts,,0,0,0,0,null,0
2/16/26,2/17/26,Money Management,Bridge,,0,0,0,0,0,0
8/17/26,8/19/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
4/13/26,4/18/26,Money Management,Faster Payouts,,0,0,0,0,null,0
1/12/26,1/14/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
6/2/25,6/7/25,Money Management,Bridge,,0,0,0,0,0,0
12/28/26,12/31/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
1/27/25,2/2/25,Money Management,Financial Accounts,,0,0,0,0,0,0
8/3/26,8/6/26,Money Management,Bridge,,0,0,0,0,null,0
11/16/26,11/19/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
4/27/26,4/29/26,Money Management,Financial Accounts,,0,0,0,0,null,0
9/21/26,9/21/26,Money Management,Mass Payouts,,0,0,0,0,null,0
1/27/25,1/29/25,Money Management,Financial Accounts,,0,0,0,0,0,0
8/31/26,9/4/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
6/29/26,7/3/26,Money Management,Bridge,,0,0,0,0,null,0
9/28/26,10/2/26,Money Management,Financial Accounts,,0,0,0,0,null,0
11/10/25,11/12/25,Money Management,Bridge,,0,0,0,0,0,0
9/14/26,9/14/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
1/5/26,1/5/26,Money Management,Bridge,,0,0,0,0,0,0
12/14/26,12/16/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
8/24/26,8/25/26,Money Management,Financial Accounts,,0,0,0,0,null,0
12/21/26,12/27/26,Money Management,Other BaaS Products,,0,0,0,0,null,0
3/3/25,3/6/25,Money Management,Bridge,,0,0,0,0,0,0
9/14/26,9/15/26,Money Management,Money Management Stretch,,0,0,0,0,null,0
5/4/26,5/7/26,Money Management,Bridge,,0,0,0,0,null,0
4/13/26,4/15/26,Money Management,Bridge,,0,0,0,0,null,0
8/17/26,8/22/26,Money Management,Faster Payouts,,0,0,0,0,null,0
8/24/26,8/27/26,Money Management,Bridge,,0,0,0,0,null,0
1/12/26,1/18/26,Money Management,Money Management Stretch,,0,0,0,0,0,0
5/18/26,5/24/26,Money Management,Faster Payouts,,0,0,0,0,null,0
12/1/25,12/4/25,Money Management,Mass Payouts,,0,0,0,0,4809.595259,0
4/25/22,4/26/22,Money Management,Other BaaS Products,,0,0,0,0,-11147.7,null
1/3/22,1/3/22,Money Management,Other BaaS Products,,0,0,0,0,-20401.05,null
12/8/25,12/9/25,Money Management,Mass Payouts,,0,0,0,0,5815.213204,0
2/9/26,2/13/26,Money Management,Other BaaS Products,,0,0,0,0,-4487.1,0
1/19/26,1/21/26,Money Management,Faster Payouts,,0,0,0,0,53488.64715,0
10/27/25,10/28/25,Money Management,Faster Payouts,,0,0,0,0,34119.86897,0
12/26/22,1/1/23,Money Management,Other BaaS Products,,0,0,0,0,-4430.71,null
11/7/22,11/7/22,Money Management,Other BaaS Products,,0,0,0,0,-6317.61,null
7/31/23,8/1/23,Money Management,Other BaaS Products,,0,0,0,0,-13028.4,null
6/6/22,6/8/22,Money Management,Other BaaS Products,,0,0,0,0,-3.9,null
1/13/25,1/14/25,Money Management,Mass Payouts,,0,0,0,0,378,0
12/22/25,12/25/25,Money Management,Faster Payouts,,0,0,0,0,15525.20773,0
11/3/25,11/3/25,Money Management,Faster Payouts,,0,0,0,0,44166.18968,0
10/23/23,10/24/23,Money Management,Other BaaS Products,,0,0,0,0,-6660.68,null
7/17/23,7/18/23,Money Management,Financial Accounts,,0,0,0,0,0,null
1/5/26,1/5/26,Money Management,Other BaaS Products,,0,0,0,0,-2390.11,0
8/30/21,9/5/21,Money Management,Other BaaS Products,,0,0,0,0,-6955.63,null
1/25/21,1/25/21,Money Management,Other BaaS Products,,0,0,0,0,0,null
9/15/25,9/19/25,Money Management,Mass Payouts,,0,0,0,0,3534.039588,0
10/28/19,10/31/19,Money Management,Other BaaS Products,,0,0,0,0,1559.093053,null
3/28/22,3/31/22,Money Management,Financial Accounts,,0,0,0,0,0,null
6/30/25,7/3/25,Money Management,Faster Payouts,,0,0,0,0,25527.26934,0
2/16/26,2/20/26,Money Management,Other BaaS Products,,0,0,0,0,-3046.9,0
7/31/23,8/4/23,Money Management,Financial Accounts,,0,0,0,0,52464.06,null
2/5/24,2/7/24,Money Management,Other BaaS Products,,0,0,0,0,-7439.68,null
11/11/24,11/12/24,Money Management,Other BaaS Products,,0,0,0,0,-5233.2,null
8/26/24,8/30/24,Money Management,Other BaaS Products,,0,0,0,0,-5577.64,null
3/18/24,3/20/24,Money Management,Other BaaS Products,,0,0,0,0,-6026.36,null
10/7/24,10/13/24,Money Management,Other BaaS Products,,0,0,0,0,-3526.16,null
10/13/25,10/18/25,Money Management,Other BaaS Products,,0,0,0,0,-2549.06,0
1/12/26,1/13/26,Money Management,Mass Payouts,,0,0,0,0,16531.46383,0
8/8/22,8/10/22,Money Management,Financial Accounts,,0,0,0,0,1984.99,null
10/16/23,10/20/23,Money Management,Other BaaS Products,,0,0,0,0,-7412.96,null
2/9/26,2/12/26,Money Management,Financial Accounts,,0,0,0,0,-1562632.053,0
7/28/25,7/30/25,Money Management,Financial Accounts,,0,0,0,0,-3965.721465,0
10/30/23,11/4/23,Money Management,Other BaaS Products,,0,0,0,0,-4585.77,null
12/26/22,12/30/22,Money Management,Other BaaS Products,,0,0,0,0,-4699.82,null
1/19/26,1/23/26,Money Management,Mass Payouts,,0,0,0,0,11690.37737,0
7/7/25,7/7/25,Money Management,Mass Payouts,,0,0,0,0,2092.986456,0
10/28/24,10/29/24,Money Management,Mass Payouts,,0,0,0,0,98.5,null
4/1/24,4/5/24,Money Management,Other BaaS Products,,0,0,0,0,-7049.23,null
6/30/25,6/30/25,Money Management,Financial Accounts,,0,0,0,0,2867608.985,767057.1817
